1.021626562682007577e-01 9.270294288313930542e-01 8.479759992219125797e-01 8.067593719574435163e-01 4.052878553565860686e-01 9.825337936992546428e-01 8.744302054246488876e-01 8.360996086215041201e-01 9.906240155523871049e-01 7.608451691054802790e-01 2.739174483600903542e-01 8.951735769861487446e-01 7.422730496030124359e-01 8.641607841282836766e-01 1.237668913790564984e-01 8.789804134575495143e-01 9.209543300413760569e-01 2.205417874025938918e-01 9.760729357721625865e-01 2.109487465531169059e-01 2.695083225627937784e-01 3.221759199374092386e-01 4.867132153458703092e-01 4.531080187780310853e-01 9.673580598783155793e-01 4.385520921289990381e-01 9.112967288036674107e-01 7.340602312635060578e-01 6.292229262942222734e-01 3.069341546631660922e-01 1.110157291805320412e-01 6.169506145369562100e-01 2.493497111771149077e-01 2.143969562997863898e-01 6.731193080856141542e-01 5.640191930682120214e-01 7.982467261472931952e-01 9.791398263205932651e-01 4.798301776054766377e-01 3.838258604137190222e-02 4.010325391208924284e-02 2.770300169004540347e-01 9.579073398694587516e-01 1.230437942579175603e-01 6.711126163604149708e-01 6.083407936067694033e-01 6.853447938958314722e-01 8.904769166118503554e-01 4.628096961817951271e-02 9.024464592087106940e-01 6.376502293977756031e-01 8.943772106830171209e-01 3.811299912935118828e-01 8.361108598364717093e-01 5.172838127286065735e-01 4.422137914181495377e-01 7.102767875688056343e-01 6.671311836152327146e-02 2.824037899303194488e-01 9.710957004575585527e-01 5.950852923980417541e-01 8.795285312346056150e-01 3.181262347449820282e-01 3.126623497784144501e-01 5.122935386636211508e-01 7.485294422572748019e-01 7.055256554972668681e-01 8.771486636532025427e-01 2.392135447132810455e-01 4.994478040440906152e-01 7.667790966693447396e-01 5.206390938026150828e-01 5.509544641746257909e-01 3.846631168980315651e-01 1.841174773191500691e-01
3.162989051479466740e-01 7.172250285380897816e-01 4.063730091151726009e-01 4.871307437744339941e-01 6.773080582703270291e-01 7.595453274629008211e-01 1.333766628096882956e-01 6.722356988908602116e-01 9.632456700063070087e-01 8.708954400259444339e-01 6.299063546658589807e-01 7.629313202617631351e-01 9.003476960990064448e-02 1.574373852664754381e-01 4.308608619958981256e-01 3.351322863664016882e-01 2.870336109750071252e-01 9.449900976104539385e-01 5.884094224254596828e-01 7.355558976875578026e-01 2.490133467055034577e-01 4.263640742298692166e-01 8.870343072593693812e-01 2.132576561395803649e-01 7.081040188432838889e-01 5.145065748118742288e-01 5.888997971288847388e-01 6.533409802443111980e-01 3.827534857079861741e-02 6.636274046045201880e-01 6.606495849333208215e-01 6.881656332494746620e-01 5.174128568169761300e-01 7.336310904007623535e-01 4.717599949274299265e-01 7.127814618455122764e-01 5.279814556097126577e-01 5.363112139445572746e-01 2.086821197609598499e-01 5.851433945247327406e-01 1.902422080676733351e-01 2.884109848611782212e-02 5.725638103753490915e-01 1.904498110685171053e-02 7.356004262093280843e-01 4.430966633028201596e-01 3.265074211617933209e-01 8.488960110598984254e-01 9.677467359890280507e-01 4.123821904438019770e-01 3.100737559247606079e-01 1.763210077784653773e-01 5.760044395883818780e-01 4.543244722947803460e-02 1.648504023342792779e-01 2.846896780616174905e-01 8.409317229373146629e-01 9.885855398390706039e-01 3.856297862665022391e-01 5.379185963586063934e-02 1.021927784039949882e-01 1.396024227173136012e-01 4.741453350082458496e-01 7.969011733200948022e-01 6.614141381461127178e-01 1.257911722486385608e-01 7.816952818560064520e-01 7.941433465622406151e-01 1.303603283801250123e-01 9.788637540263525061e-01 7.607936075378085583e-01 7.267380997678165588e-01 1.551798713732400747e-01 3.437235526454629486e-02 1.058653532045581436e-01
4.256008556426835732e-01 4.937700435409144717e-01 7.687792835300134575e-01 3.705699116585279285e-01 6.428562704180725840e-01 8.540910882542412930e-01 1.877471391098767262e-01 8.682599924773541922e-01 9.878117922861903155e-01 9.181817354669730147e-01 4.177323646856482275e-01 7.545803038914072891e-01 9.307354764363352517e-01 5.642225925748021176e-01 5.624200945298053478e-01 8.224131301766656188e-01 2.446765581974541526e-02 6.737698747555990186e-01 1.242532889168789234e-01 2.996428491136904348e-02 1.741394082557404799e-01 1.197895315685845175e-01 6.301058021539168719e-01 8.699162286289746637e-01 7.206776203785842938e-01 9.506136761370393984e-01 7.048570083986409607e-01 5.211117245440509693e-01 5.872772423084793303e-02 7.081220722644576693e-01 5.874799142653793771e-01 5.784818903451429684e-01 7.444277111852315443e-02 6.655439496023362045e-01 1.814384089804434996e-01 5.193897623879761838e-02 1.674728457469075726e-01 5.859468515282423295e-01 7.045838891424356376e-01 7.746853767074480812e-01 7.883362725552454098e-01 5.013003531625334075e-01 4.899766880836153859e-03 3.256080046756751889e-01 8.633463634711937562e-01 9.842594472175426601e-01 5.305157642123081718e-01 7.900842042599168780e-01 6.519814761786454360e-01 7.323762473680583973e-01 1.296859536711182370e-01 8.864129448172941572e-03 1.873681740671262475e-01 9.175445072143532110e-01 5.410248850503374118e-01 4.397161431706808621e-02 8.198847339059736061e-01 9.764649606953323957e-01 7.679145499250805695e-02 9.593211770893872448e-02 2.867718068442751678e-01 7.486324292437179784e-01 4.193424029988750412e-01 1.435090522751872877e-01 9.193636144905215080e-02 1.210426140000195883e-01 5.776656742854840987e-01 9.533467344347266170e-01 9.165599935761885586e-01 6.174787939900637790e-01 1.328549775064227223e-01 3.159673111119801758e-01 9.566332012296252518e-02 1.090879921525599316e-01 3.781049092167475534e-01
9.727619083643527231e-01 7.550852720635548021e-02 5.887309735760504203e-02 3.056823698952402246e-01 9.527792442142702933e-01 6.211487367807364546e-01 9.357914586582817273e-01 1.215174222939384707e-01 5.555873651122027468e-01 4.822223143442301296e-01 6.834583910075132662e-01 7.055738149230920131e-01 5.422156684386539860e-01 8.341208676166480540e-01 2.538542162935184532e-01 7.268063705932453766e-01 4.921665611110263017e-01 6.662321567530082866e-02 2.126358539831110228e-01 4.969157628930975790e-01 3.535107397704655430e-01 1.869076528001256676e-02 4.624541540997570976e-01 9.527719113167594234e-01 1.566092666690981350e-01 7.612146064827740588e-01 1.555020321871225519e-02 5.510364319739484706e-01 7.267006939456144288e-03 3.319956443738958374e-02 2.049321894946911637e-01 3.617851073507198922e-01 4.333372936308200751e-01 5.968094443541054339e-01 9.434888302102130142e-01 6.515066169642705907e-01 4.146249045509586839e-02 2.046582224272219808e-01 3.460635756119566642e-01 9.081073595904554097e-01 2.568799062699390623e-01 7.178094609790020009e-02 6.458006413215461317e-01 9.538038613278910782e-01 4.224087031650785029e-01 6.498977420276164096e-03 7.997977889023047959e-01 7.769994419609944636e-01 9.541172764006967677e-01 9.570014957423406132e-01 9.976231414060448000e-01 4.979096095557075108e-01 1.867867987324014489e-01 2.404054334462297771e-01 9.486902783996604693e-01 2.554896178320741340e-01 9.897343767948041382e-01 2.028765246589052662e-01 7.093803594473482299e-01 5.630521292422722146e-01 1.063873544104150248e-01 4.970363787394938004e-02 6.670819195585343531e-01 5.471144182404420464e-01 5.287675246390666217e-01 8.951921294412801267e-02 4.784247394755266614e-01 5.352171508896674812e-01 4.991880597854511104e-01 5.536066399205684663e-01 3.837707860245824776e-01 5.974047896422391979e-01 5.359929827521204837e-01 5.913104941013269666e-05 9.553609868135790606e-01
6.588438291083563714e-01 1.088149770022542873e-01 7.546311433322165918e-01 4.298796398688464748e-02 1.934419274593064397e-01 2.994794643577353144e-01 4.474081839135372052e-01 3.230863328255523248e-01 7.446061784711731635e-01 2.477809831477507663e-01 4.852650533138901379e-01 1.575170527621464478e-01 9.155887368346257160e-01 9.905342439650136610e-01 5.238987334031061094e-01 9.359649786469991239e-01 1.665298538466548628e-01 3.903224040377208937e-01 7.175119903684844536e-01 3.537222118109661917e-02 5.903065396332126680e-01 7.925785324652744324e-01 2.078117168959684458e-01 6.813885382336867247e-01 5.492725959980526707e-02 5.247602021510505699e-01 9.432154628598913293e-01 7.201453929447820812e-02 1.157602605169866239e-01 6.157106770455151867e-01 7.758513725312135012e-01 6.158234455156607057e-01 5.687673812112765681e-01 3.966232583008787449e-01 4.727057452848786312e-01 1.389772452938373704e-01 8.041118274192249338e-01 2.545180970070990423e-01 8.274786644722111895e-01 9.112117890782484020e-01 8.002194651859999563e-01 8.030964865273026998e-02 7.840067662585197272e-01 8.133428397505038099e-02 8.622571349964103238e-02 7.310894804759884291e-01 1.983802551564308736e-01 7.340996262679461148e-01 1.211782779201379112e-01 7.333838275522192029e-01 5.354191841045051747e-01 4.802605212021148207e-01 8.996756890813403240e-01 5.827087980740118800e-01 1.081783154905644473e-01 3.566592496373810484e-01 3.272111993984118117e-01 8.240380740526644932e-01 2.674574074060112050e-01 2.179504711452853183e-01 9.156698892164587544e-01 7.872955138634929462e-02 8.853148320478110289e-02 3.878557654166558955e-03 2.928214932724088060e-01 8.801590741812416185e-01 5.961250301395685236e-01 7.818981375021053504e-01 6.358628233700013288e-01 9.301530494651280012e-01 9.620867940322067602e-01 8.198841737851464417e-01 5.463233726441201199e-01 8.168421588989723814e-01 7.067856030500320186e-01
7.692387325339627990e-01 3.693180326244153155e-01 8.772377869130876249e-02 4.398825356335568371e-01 9.010880884148372294e-01 6.939229493973605445e-01 2.871853413561351598e-01 1.443622462760689729e-01 7.123776243505705041e-01 9.137014120170668940e-01 4.462039421175734155e-02 7.225189025756884043e-02 6.218457021408374530e-02 4.713574177591750569e-01 6.346694337242656525e-01 4.819517340676690020e-01 5.879847606812593774e-01 1.085506588818172524e-01 4.356633217896380694e-01 9.341618007697165549e-01 5.967995772591269121e-01 2.366656554495382148e-01 1.935533515943295146e-01 2.231107506774790972e-01 1.880173608778072936e-01 5.632520157332843169e-02 3.745674971014121279e-01 4.408364901990922124e-01 6.644306793058246674e-01 2.676238573198174153e-01 3.479465975244643294e-01 1.799390047478808263e-01 3.610498840410644172e-01 6.394090463652921663e-01 6.949761978953191699e-01 8.369187095109507091e-01 6.061428925456574524e-01 3.930347729703383974e-01 6.425713700306256992e-01 5.230605165424150327e-01 3.226532514476200264e-01 7.564344188649363421e-02 9.298490394347765919e-01 7.282305141232154888e-01 6.748607621152968861e-01 5.664002672861175869e-01 8.254881330358803115e-01 6.941851229590859651e-01 8.633396794656258422e-01 8.959335357289395230e-01 7.891085992358799484e-01 6.515620832888598946e-01 4.608696671788081733e-02 6.760448156320113533e-01 9.582479293067842629e-01 1.635484213479668769e-01 9.576289228567298473e-01 5.428647331045429736e-01 4.310176403113558097e-01 6.347783772173710704e-01 4.594707640739400523e-01 6.470059375820713665e-02 7.946699099974466884e-01 8.242948619214384154e-01 8.649636007311608532e-01 1.393963844316681300e-01 3.383407969462535192e-01 4.578966301429914232e-01 7.255617238463611951e-01 3.722800608059050331e-01 8.293601811029498450e-01 8.934320027633901873e-02 2.579308984788100112e-01 1.506861256966907092e-01 1.199345016848741841e-01
5.540150861817506600e-01 6.820747535207860590e-02 9.929035371745201788e-01 9.906368013301238840e-01 2.090674927210486311e-01 2.534856225787712747e-01 3.373463580248661220e-01 8.797359161626276958e-01 7.585312890418836052e-01 8.763378367170259198e-01 3.359414187303290111e-01 8.361982349570398210e-01 8.970775194302008648e-01 8.234998106081692359e-02 9.427587042903960990e-01 5.467245130707371059e-01 6.882562395645964726e-01 6.025482881050574502e-01 3.825509203841395145e-01 9.529401930854649594e-01 8.230590391539613915e-01 5.372660381042896338e-01 3.281758878841460891e-01 9.794251937226214899e-01 6.980106283731474237e-01 2.657512839611556599e-01 4.990613737277271866e-03 9.136258813391170408e-01 4.401090679633304914e-01 8.671001088600528428e-01 1.181575165192871868e-02 5.700087508900424371e-01 7.737881692776946707e-01 7.259983164354271157e-01 2.049698594545121821e-01 5.048795778261545575e-01 2.221056658303135478e-01 3.675983911737724652e-01 5.640727286171446364e-01 1.348025408950649373e-01 1.626289637266773447e-01 2.676730267366478344e-01 2.474480615115171034e-02 6.798948003839355714e-01 7.713815550161373658e-02 7.101637847478819987e-01 8.787385732725183640e-01 2.192554174473112516e-01 2.384194685254227286e-01 5.596809505896627179e-02 5.546716856155775588e-01 8.986257924156858534e-01 5.943990777115188973e-01 2.523431846215740126e-01 1.457860094275387208e-02 2.725468962627752845e-01 8.082798634660817161e-01 4.358705806031282215e-02 3.432727158414002888e-01 4.840269950687228206e-01 1.950031957050119003e-01 2.692779555265767399e-02 6.549577863584954418e-01 6.848174010075064322e-01 4.607404090347245740e-01 3.505001572639943053e-01 6.969215139365658729e-02 7.829502929044497295e-01 6.518521307868303527e-01 1.916525877299097846e-01 3.153754838478928235e-02 9.211955039145960367e-01 7.283247910289429861e-01 5.122970412201492962e-01 8.540922295358277516e-02
9.177409696923187754e-01 9.087524843958667553e-01 6.455747026470988192e-01 9.615361728128029029e-01 3.344683448780620960e-01 9.925934912369307472e-01 2.716388254662164270e-01 6.856483080068469516e-01 8.541759853406049041e-01 7.343560400834465707e-01 6.574060787298777742e-01 3.166469163067785475e-01 1.059848592862308037e-01 1.217584532570679112e-01 8.598773737647574800e-01 8.041758835683748829e-01 9.733642897527016169e-01 8.568078343443576994e-01 9.118282306373084456e-01 3.704771141122483735e-01 9.251800952079107798e-01 4.971318748150109768e-01 6.489985341916418848e-01 3.776531937962858132e-01 9.812274461729989516e-01 8.746847536291929570e-01 2.269662739441465904e-01 5.622508637933794073e-01 4.178602216267730540e-01 9.883866902939438814e-01 9.988076817081170677e-01 2.924012440636556409e-01 9.522622520621670805e-01 9.076290927077202975e-01 3.037502603357356001e-02 2.141655552156028763e-01 1.898289260590545480e-01 9.434188898206813390e-01 5.479663442787798822e-01 7.864985119335927699e-01 9.764440808561347662e-01 8.680666218870523032e-01 1.324263140449944975e-01 9.351162708989150252e-01 3.630592666344134578e-01 2.636078299839208494e-01 4.999826742324040563e-01 3.893491123298264966e-01 7.169978700385259973e-02 5.966742212081680430e-01 6.813615230894940478e-01 4.705766531681184750e-01 9.556344882908340832e-02 2.041123306334126086e-01 6.018345218890761572e-01 4.073867858934050457e-01 9.205715593261696306e-01 8.323344945561903518e-01 1.115740841549383022e-01 9.304711558582012820e-01 7.567753975442736980e-02 6.104367801255983217e-01 1.828375720920423220e-01 6.990149569780123029e-01 6.081383322436678673e-01 4.521175084303534764e-01 6.890665197091608851e-01 4.369303122529241135e-01 2.251907403615537318e-01 7.954636121545773930e-01 8.344889438255138625e-01 8.691129716901908608e-01 1.277151043406210551e-02 7.247051005485510844e-01 8.552942631168072296e-01
3.755589539693844348e-01 6.982606680056199222e-01 1.906546147163290517e-01 9.761605766512556626e-01 2.434432358141492836e-01 4.539343255197082483e-01 5.208545416474560374e-01 6.132749088416014072e-01 6.945417326175994388e-01 3.105556835005434113e-01 7.876517165756774519e-01 3.489996129101946565e-01 8.161521847004601371e-01 7.626580697216540639e-01 9.856160431662763788e-02 5.662211065555703415e-01 8.107750266012505591e-01 9.232746404215453895e-01 3.731377668911098899e-01 3.104471007788699444e-01 1.311010542225428122e-01 4.060244860987650695e-01 1.794920839818238134e-01 4.843230548935555380e-01 7.886799726327441418e-01 4.196141612429094003e-02 2.469292889099695687e-01 5.024834958165146359e-01 2.530552075824077374e-01 5.596564645009927119e-01 2.101321265416606909e-01 1.007808203615111475e-01 5.574282772888059512e-01 2.458673377432361029e-01 3.188600551410968320e-01 8.074448981568655981e-01 3.562963551608518964e-01 8.785220233007372537e-01 6.625723245461689892e-01 2.225387074079899774e-01 3.161264891100272756e-01 9.540005372992228505e-01 8.519775241831337720e-01 1.331026562881585384e-01 1.652327171692737906e-01 8.072264978554721804e-02 7.390914486488699975e-01 7.478277348850338457e-01 8.495424806682545515e-01 4.678967407662827371e-01 1.987906551678599865e-01 2.129962289008724419e-01 5.194136757837872764e-01 9.794119128148495168e-01 1.287395883594004697e-01 2.354199408882473588e-01 4.083742170548850803e-01 3.367494155623772523e-01 6.814308767531020994e-01 9.373071059260763560e-01 4.844478235312915659e-01 7.802659049988356355e-01 1.020647062991042464e-01 5.012708910560431663e-01 9.956236120365602460e-01 2.384958678193690451e-01 2.365161396422390538e-01 3.771544823847416961e-02 6.331388909982382796e-01 6.289083942422742934e-01 7.965455445869381590e-01 9.094214722493251246e-01 8.140913078467670871e-01 9.075740135575293133e-01 2.975760605181443363e-02
8.994876047079863879e-01 7.153505742773345055e-01 3.765211853231079653e-01 1.063416652912616556e-01 6.145411907600670798e-01 1.243038883075789913e-01 6.844091272746868349e-01 7.199311798490095615e-01 5.662933249268932157e-01 3.374114631470701564e-01 1.270685285128517750e-01 1.129569305058756301e-01 8.709731491313674745e-01 8.456211882446194039e-01 7.045822162082744367e-01 7.474173515140500879e-01 9.846495061619472411e-01 6.085439788544928508e-01 3.527468683532198890e-01 2.277111883365112721e-01 9.246398218048876849e-01 9.284691858162436029e-01 9.630694067461096353e-01 4.887931975141525109e-01 6.119418880098689284e-01 7.807541078643271959e-01 8.670027721277483446e-01 6.871365137003756507e-01 2.646971824549086971e-01 5.472797097350612372e-01 6.414442783098311951e-01 6.400036296249390633e-01 5.929569350656804794e-03 3.232192994651483797e-01 5.843758598649245739e-01 9.053573495582921682e-01 3.233270723817016634e-01 6.140808152339986004e-01 9.630449685492561418e-01 9.189341259973807796e-01 6.975550261600810265e-01 4.900975003512810790e-01 2.482949418274820186e-01 9.672440363066292512e-01 5.405406179819638446e-02 7.125164833446173684e-01 6.722944126434341472e-01 3.522299199949679993e-01 6.764966925947744070e-01 9.667416523656883198e-01 7.526867755371935420e-02 3.379586566308450113e-01 3.757829164354596907e-01 3.532358509292896631e-01 1.915066773473832473e-01 9.384218448577649196e-01 4.267107398466746249e-01 9.283415788525025691e-01 4.664604234052895926e-01 8.110855038178510501e-01 5.986012722898654825e-01 3.480664355838933854e-01 2.258772430358962913e-01 8.677816816424465118e-01 7.405748617633991504e-01 1.605335645346447349e-01 6.016571390118156115e-01 6.380162756938935198e-01 9.145167364757146311e-01 6.671417316784784557e-01 6.110195858731687357e-01 5.969928221766994669e-01 6.202439995191304511e-01 4.912020050796616077e-01 7.796727092673687576e-01
